   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.021    0.021 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.002    0.002 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.007    0.007 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 str.py:1(<module>)
        1    0.000    0.000    0.000    0.000 str.py:19(StrPrinter)
      792    0.011    0.000    0.064    0.000 str.py:682(_print_Float)
      792    0.005    0.000    0.113    0.000 str.py:884(sstr)
        1    0.000    0.000    0.000    0.000 str.py:906(StrReprPrinter)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.003    0.003 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.008    0.008 stringpict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stringpict.py:20(stringPict)
        1    0.000    0.000    0.000    0.000 stringpict.py:367(prettyForm)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:165(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:188(Handle)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subscheck.py:1(<module>)
        1    0.000    0.000    0.005    0.005 subsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subsets.py:7(Subset)
        1    0.000    0.000    0.000    0.000 subspaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.113    0.113 summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 summations.py:26(Sum)
        1    0.000    0.000    0.020    0.020 symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbol.py:140(Symbol)
      558    0.004    0.000    0.006    0.000 symbol.py:177(_sanitize)
       11    0.000    0.000    0.002    0.000 symbol.py:209(__new__)
      550    0.007    0.000    0.031    0.000 symbol.py:222(__new_stage2__)
     1057    0.005    0.000    0.014    0.000 symbol.py:257(_hashable_content)
     1057    0.004    0.000    0.006    0.000 symbol.py:266(assumptions0)
     1057    0.002    0.000    0.002    0.000 symbol.py:268(<dictcomp>)
        1    0.000    0.000    0.000    0.000 symbol.py:304(Dummy)
      547    0.006    0.000    0.041    0.000 symbol.py:339(__new__)
     1056    0.004    0.000    0.017    0.000 symbol.py:365(_hashable_content)
        1    0.000    0.000    0.000    0.000 symbol.py:369(Wild)
       10    0.000    0.000    0.001    0.000 symbol.py:493(symbols)
       12    0.000    0.000    0.000    0.000 symbol.py:623(literal)
       10    0.000    0.000    0.000    0.000 symbol.py:637(<listcomp>)
       22    0.000    0.000    0.000    0.000 symbol.py:638(<genexpr>)
        1    0.000    0.000    0.043    0.043 sympify.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympify.py:11(SympifyError)
      311    0.001    0.000    0.001    0.000 sympify.py:12(__init__)
        1    0.000    0.000    0.000    0.000 sympify.py:29(CantSympify)
     9353    0.022    0.000    0.144    0.000 sympify.py:413(_sympify)
      903    0.007    0.000    0.012    0.000 sympify.py:56(_is_numpy_instance)
     2445    0.003    0.000    0.003    0.000 sympify.py:62(<genexpr>)
      264    0.015    0.000    0.060    0.000 sympify.py:66(_convert_numpy_types)
26064/25593    0.068    0.000    0.382    0.000 sympify.py:90(sympify)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1023(EvaluateFalseTransformer)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:111(ParenthesisGroup)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:362(split_symbols_custom)
        7    0.001    0.000    0.001    0.000 sympy_parser.py:532(auto_symbol)
        7    0.000    0.000    0.000    0.000 sympy_parser.py:582(lambda_notation)
        7    0.001    0.000    0.001    0.000 sympy_parser.py:622(factorial_notation)
        7    0.001    0.000    0.001    0.000 sympy_parser.py:646(convert_xor)
        7    0.001    0.000    0.003    0.000 sympy_parser.py:661(repeated_decimals)
      168    0.000    0.000    0.001    0.000 sympy_parser.py:670(is_digit)
      504    0.000    0.000    0.000    0.000 sympy_parser.py:671(<genexpr>)
        7    0.001    0.000    0.001    0.000 sympy_parser.py:752(auto_number)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:82(AppliedFunction)
        7    0.001    0.000    0.039    0.006 sympy_parser.py:878(stringify_expr)
        7    0.000    0.000    0.058    0.008 sympy_parser.py:896(eval_expr)
        7    0.000    0.000    0.119    0.017 sympy_parser.py:908(parse_expr)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableform.py:8(TableForm)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:689(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:450(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(TemporaryDirectory)
        1    0.000    0.000    0.002    0.002 tensor_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:38(LeviCivita)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:86(KroneckerDelta)
        1    0.002    0.002  108.227  108.227 test_of_crashing_planes.py:1(<module>)
        5    0.000    0.000    0.000    0.000 test_of_crashing_planes.py:102(plane_colour)
        1    0.000    0.000    0.000    0.000 test_of_crashing_planes.py:25(Plane)
        5    0.000    0.000    0.000    0.000 test_of_crashing_planes.py:26(__init__)
        5    0.000    0.000    0.000    0.000 test_of_crashing_planes.py:36(__str__)
       28    0.001    0.000    0.003    0.000 test_of_crashing_planes.py:40(fly)
       24    0.000    0.000    0.000    0.000 test_of_crashing_planes.py:52(out)
       28    0.001    0.000    0.009    0.000 test_of_crashing_planes.py:59(visual)
       33    0.002    0.000   22.361    0.678 test_of_crashing_planes.py:91(crash)
        1    0.000    0.000    0.000    0.000 textplot.py:1(<module>)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        2    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 theta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.000    0.000 timeutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeutils.py:38(__do_timings)
        1    0.000    0.000    0.000    0.000 timeutils.py:41(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeutils.py:54(timethis)
       10    0.000    0.000    0.000    0.000 timeutils.py:55(decorator)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.005    0.005 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        7    0.000    0.000    0.000    0.000 tokenize.py:164(__init__)
        7    0.000    0.000    0.001    0.000 tokenize.py:183(untokenize)
        7    0.001    0.000    0.001    0.000 tokenize.py:220(compat)
        7    0.000    0.000    0.001    0.000 tokenize.py:257(untokenize)
      266    0.002    0.000    0.030    0.000 tokenize.py:429(_tokenize)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        7    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
      245    0.000    0.000    0.026    0.000 tokenize.py:98(_compile)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tools.py:34(typed)
        1    0.000    0.000    0.001    0.001 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:6(Trace)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        2    0.000    0.000    0.015    0.007 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1218(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1332(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1355(FourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1410(InverseFourierTransform)
